,PREFERRED NAME,CASRN,use,SMILES,mw,nheavy,alogp
657,"Endothall, di (N,N-dimethylalkylamine) salt",66330-88-9,"Defoliant,Herbicide",O=C(O)[C@@H]1[C@H](C(=O)O)[C@@H]2C=C[C@H]1O2,184.14700000000002,13,-0.27479999999999993
658,"Endothall, dipotassium salt",2164-07-0,"Defoliant,Herbicide",O=C(O)C1C2CCC(O2)C1C(=O)O,186.163,13,-0.050800000000000234
659,"Endothall, disodium salt",129-67-9,"Defoliant,Herbicide",O=C(O)C1C2CCC(O2)C1C(=O)O,186.163,13,-0.050800000000000234
660,Endothion,2778-04-3,Insecticide,COc1coc(CSP(=O)(OC)OC)cc1=O,280.238,17,2.2824999999999998
661,Endrin,72-20-8,"Avicide,Insecticide",ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,380.913,19,4.481400000000002
662,EPBP,3792-59-4,Insecticide,CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,347.20300000000003,20,5.043700000000004
663,Epichlorohydrin,106-89-8,"Chemical intermediate,Dye,Fungicide,Insecticide,Microbiocide,Paints, coatings, resins,Polymer production,Solvent",ClCC1CO1,92.525,5,0.624
664,EPN,2104-64-5,Insecticide,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,323.31000000000006,21,3.645100000000002
665,Epoxiconazole,"106325-08-0, 133855-98-8, 135319-73-2",Fungicide,Fc1ccc([C@@]2(Cn3cncn3)O[C@H]2c2ccccc2Cl)cc1,329.76200000000006,23,3.7376000000000023
666,Epronaz,59026-08-3,Herbicide,CCCN(CC)C(=O)n1cnc(S(=O)(=O)CCC)n1,288.37300000000005,19,1.1618000000000002
667,EPTC,759-94-4,Herbicide,CCCN(CCC)C(=O)SCC,189.32399999999998,12,2.9815000000000014
668,Erbon,136-25-4,Herbicide,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,366.45500000000004,19,4.762600000000002
669,Esfenvalerate,"66230-04-4, 66323-04-4",Insecticide,CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,419.908,30,6.679980000000006
670,Esprocarb,85785-20-2,Herbicide,CCN(C(=O)SCc1ccccc1)C(C)C(C)C,265.422,18,4.406200000000004
671,Etaconazole,60207-93-4,Fungicide,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,328.19900000000007,21,3.263300000000002
672,Ethalfluralin,55283-68-6,Herbicide,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],333.266,23,3.9242000000000035
673,Ethametsulfuron,111353-84-5,Herbicide,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,396.38500000000016,27,0.5205999999999995
674,Ethametsulfuron-methyl,97780-06-8,Herbicide,CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,410.4120000000002,28,0.6089999999999994
675,Ethanolamine,141-43-5,"Fungicide,Microbiocide",NCCO,61.083999999999996,4,-1.0626000000000002
676,Ethidimuron,30043-49-3,Herbicide,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,264.332,16,0.10730000000000023
677,Ethiofencarb,29973-13-5,Insecticide,CCSCc1ccccc1OC(=O)NC,225.313,15,2.6579000000000006
678,Ethiolate,2941-55-1,Herbicide,CCSC(=O)N(CC)CC,161.26999999999998,10,2.2013
679,Ethion,563-12-2,Insecticide,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,384.4870000000002,19,5.005300000000004
680,Ethirimol,23947-60-6,Fungicide,CCCCc1c(C)[nH]c(NCC)nc1=O,209.29299999999998,15,1.85272
681,Ethofenprox,80844-07-1,Insecticide,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,376.49600000000004,28,6.372000000000006
682,Ethofumesate,26225-79-6,Herbicide,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,286.34900000000005,19,2.0576
683,Ethoprop,13194-48-4,"Insecticide,Nematicide",CCCSP(=O)(OCC)SCCC,242.34599999999995,13,4.417400000000004
684,"Ethoxyethoxyethyl 2,4-dichlorophenoxyacetate",53404-36-7,Herbicide,CCOC(C)OC(C)OC(=O)COc1ccc(Cl)cc1Cl,337.19900000000007,21,3.6605000000000025
685,"Ethoxyethoxypropyl 2,4-dichlorophenoxyacetate",53467-05-3,Herbicide,CCOC(C)OC(CC)OC(=O)COc1ccc(Cl)cc1Cl,351.226,22,4.050600000000004
686,Ethoxyquin,91-53-2,"Fungicide,Plant Growth Regulator",CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,217.31199999999998,16,3.692700000000002
687,Ethoxysulfuron,126801-58-9,Herbicide,CCOc1ccccc1OS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,398.3970000000001,27,1.3377999999999997
688,"Ethyl (2-mercaptoethyl)carbamate, S-ester of O,O-dimethyl phosphorodithioate",5840-95-9,Insecticide,CCOC(=O)NCCSP(=S)(OC)OC,273.31600000000003,15,1.983
689,"Ethyl 2,4-dichlorophenoxyacetate",533-23-3,Herbicide,CCOC(=O)COc1ccc(Cl)cc1Cl,249.093,15,2.9353000000000016
690,Ethyl acifluorfen,77207-01-3,Herbicide,CCOC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],389.7130000000001,26,5.236000000000003
691,Ethyl dimethyl stearyl ammonium bromide,111-98-8,Microbiocide,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC,326.633,23,7.344200000000009
692,Ethyl formate,109-94-4,"Fumigant,Insecticide",CCOC=O,74.07900000000001,5,0.17930000000000001
693,Ethyl paraben,120-47-8,"Fungicide,Microbiocide",CCOC(=O)c1ccc(O)cc1,166.176,12,1.5689
694,Ethylan,72-56-0,Insecticide,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,307.264,20,5.747000000000004
695,Ethylene dibromide,106-93-4,"Fumigant,Nematicide",BrCCBr,187.862,4,1.7762
696,Ethylene dichloride,107-06-2,"Component of processed f,Fuel or fuel additive,Fumigant,Insecticide,Paints, coatings, resins,Polymer production,Solvent",ClCCCl,98.96000000000001,4,1.464
697,Ethylene glycol bis(trichloroacetate),2514-53-6,Herbicide,O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,352.812,16,2.8132
698,Ethylene glycol ether of pinene,53404-49-2,Insecticide,CC1(C)C2CC(O)C(C)(O)C1C2,170.25199999999998,12,1.1643
699,Ethylhexanoate,123-66-0,"Fungicide,Microbiocide",CCCCCC(=O)OCC,144.21399999999997,10,2.1298000000000004
700,Etrimfos,38260-54-7,Insecticide,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,292.297,18,2.3338
701,Eugenol,97-53-0,"Dog and Cat Repellent,Fragrance component or p,Herbicide,Insect Repellent,Insecticide",C=CCc1ccc(O)c(OC)c1,164.20399999999995,12,2.1292999999999997
702,Famoxadone,131807-57-3,Fungicide,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,374.3960000000001,28,4.700000000000003
703,Famphur,52-85-7,Insecticide,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,325.348,19,1.8330000000000002
704,"Fenac, sodium salt",2439-00-1,Herbicide,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,239.485,13,3.273900000000001
705,Fenamidone,161326-34-7,Fungicide,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,311.41,22,3.4901000000000018
706,Fenaminosulf,140-56-7,"Fungicide,Microbiocide",CN(C)c1ccc(N=NS(=O)(=O)O)cc1,229.261,15,1.6391
707,Fenamiphos,22224-92-6,"Insecticide,Nematicide",CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,303.36400000000003,19,4.238320000000003
708,Fenapanil,61019-78-1,Fungicide,CCCCC(C#N)(Cn1ccnc1)c1ccccc1,253.34900000000005,19,3.534880000000002
709,Fenarimol,60168-88-9,Fungicide,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,331.202,22,4.0676000000000005
710,Fenazaflor,14255-88-0,Insecticide,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,375.133,24,5.409000000000002
711,Fenazaquin,120928-09-8,Insecticide,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,306.409,23,4.5488000000000035
712,Fenbuconazole,"114369-43-6, 119911-00-6, 119611-00-6",Fungicide,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,336.826,24,4.025880000000003
713,Fenchlorazole-ethyl,103112-36-3,Herbicide Safener,O=C(O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,375.4260000000001,20,4.099
714,Fenchlorim,3740-92-9,Herbicide Safener,Clc1cc(Cl)nc(-c2ccccc2)n1,225.07800000000003,14,3.450400000000002
715,Fenethacarb,30087-47-9,Insecticide,CCc1cc(CC)cc(OC(=O)NC)c1,207.273,15,2.5296000000000003
716,Fenfluthrin,75867-00-4,Insecticide,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,389.14700000000005,24,5.0165000000000015
717,Fenfuram,24691-80-3,Fungicide,Cc1occc1C(=O)Nc1ccccc1,201.22500000000002,15,2.840320000000001
718,Fenhexamid,126833-17-8,Fungicide,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,302.20100000000014,19,4.607900000000002
719,Fenitropan,65934-95-4,Fungicide,CC(=O)OC[C@H]([C@@H](OC(C)=O)c1ccccc1)[N+](=O)[O-],281.26400000000007,20,1.4992
720,Fenitrothion,122-14-5,Insecticide,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,277.238,17,2.7993200000000007
721,Fenobucarb,3766-81-2,Insecticide,CCC(C)c1ccccc1OC(=O)NC,207.27299999999997,15,2.9183000000000003
722,Fenothiocarb,62850-32-2,Insecticide,CN(C)C(=O)SCCCCOc1ccccc1,253.367,17,3.2604000000000024
723,Fenoxaprop acid,95617-09-7,Herbicide,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,333.72700000000003,23,4.125400000000003
724,Fenoxycarb,"79127-80-3, 72490-01-8","Insect Growth Regulator,Insecticide",CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,301.34200000000004,22,3.6038000000000023
725,Fenpiclonil,74738-17-3,Fungicide,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,237.08899999999997,15,3.8601800000000006
726,Fenpropathrin,"39515-41-8, 64257-84-7",Insecticide,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,349.43000000000006,26,5.268980000000004
727,Fenpropidin,67306-00-7,Fungicide,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,273.464,20,4.6486000000000045
728,Fenpropimorph,"67306-03-0, 67564-91-4","Fungicide,Microbiocide",CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,303.49000000000007,22,4.271900000000004
729,Fenpyroximate,"134098-61-6, 111812-58-9",Insecticide,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,421.49700000000024,31,5.026820000000005
730,Fenson,80-38-6,Insecticide,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,268.721,17,3.1077000000000012
731,Fensulfothion,115-90-2,"Insecticide,Nematicide",CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,308.36100000000005,18,3.1003000000000016
732,Fenteracol,2122-77-2,Herbicide,OCCOc1cc(Cl)c(Cl)cc1Cl,241.50099999999998,13,3.017900000000001
733,Fenthiaprop-ethyl,"66441-11-0, 93921-16-5",Herbicide,CCOC(=O)C(C)Oc1cccc(Oc2nc3ccc(Cl)cc3s2)c1,377.8490000000001,25,5.072400000000003
734,Fenthion,55-38-9,"Avicide,Insecticide",COP(=S)(OC)Oc1ccc(SC)c(C)c1,278.335,16,3.6130200000000023
735,Fenticlor,97-24-5,Microbiocide,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,287.16700000000003,17,4.555800000000003
736,Fentrazamide,158237-07-1,Herbicide,CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,349.8220000000003,24,2.7051000000000007
737,Fentrifanil,62441-54-7,Insecticide,O=[N+]([O-])c1cc(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c([N+](=O)[O-])c1,429.66,28,5.937600000000002
738,Fenuron,101-42-8,Herbicide,CN(C)C(=O)Nc1ccccc1,164.208,12,1.7801
739,Fenvalerate,51630-58-1,Insecticide,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,419.908,30,6.679980000000006
740,Ferimzone,89269-64-7,Fungicide,C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,254.337,19,3.237960000000002
741,Fipronil,120068-37-3,Insecticide,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,437.15200000000004,26,4.279179999999999
742,Flamprop-isopropyl,52756-22-6,Herbicide,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,363.81600000000003,25,4.466000000000005
743,Flamprop-M-isopropyl,"57973-67-8, 63782-90-1, 52973-67-8",Herbicide,CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,363.81600000000003,25,4.466000000000005
744,Flamprop-M-methyl,"57973-66-7, 63729-98-6",Herbicide,COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,335.76200000000006,23,3.687400000000003
745,Flamprop-methyl,52756-25-9,Herbicide,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,335.76200000000006,23,3.687400000000003
746,Flazasulfuron,104040-78-0,Herbicide,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,407.33000000000004,27,1.418
747,Flonicamid,158062-67-0,Insecticide,N#CCNC(=O)c1cnccc1C(F)(F)F,229.16099999999997,16,1.35378
748,Fluazifop,69335-91-7,Herbicide,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,327.258,23,3.744600000000002
749,Fluazifop-butyl,69806-50-4,Herbicide,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,383.366,27,5.003300000000005
750,Fluazifop-P,83066-88-0,Herbicide,C[C@@H](Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,327.258,23,3.744600000000002
751,Fluazifop-P-butyl,79241-46-6,Herbicide,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,383.366,27,5.003300000000005
752,Fluazinam,79622-59-6,Fungicide,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,465.0930000000001,29,5.9860000000000015
753,Fluazolate,174514-07-9,Herbicide,CC(C)OC(=O)c1cc(-c2nn(C)c(C(F)(F)F)c2Br)c(F)cc1Cl,443.62200000000007,25,5.226100000000002
754,Flubenzimine (unstated stereochemistry),37893-02-0,Insecticide,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,416.3500000000001,28,5.764100000000004
755,Flucarbazone-sodium,181274-17-9,Herbicide,COc1nn(C(=O)NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,396.30300000000005,26,0.4355999999999996
756,Fluchloralin,33245-39-5,Herbicide,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],355.70000000000005,23,3.977000000000003
757,Flucycloxuron,"113036-88-7, 94050-52-9",Herbicide,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CO/N=C(/c2ccc(Cl)cc2)C2CC2)cc1,483.90200000000027,34,5.911000000000004
758,Flucythrinate,70124-77-5,Insecticide,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,451.46900000000005,33,6.627980000000005
759,Fludioxonil,131341-86-1,Fungicide,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,248.18799999999993,18,2.87488
760,Flufenacet,142459-58-3,Herbicide,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,363.336,24,3.5164000000000026
761,Flufenoxuron,101463-69-8,Insecticide,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,488.7710000000001,33,6.530300000000002
762,Flufenpyr-ethyl,188489-07-8,Herbicide,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,408.7350000000001,27,3.294120000000002
763,Flumequine,42835-25-6,Microbiocide,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,261.252,19,2.346
764,Flumethrin,69770-45-2,Insecticide,CC1(C)C(/C=C(\Cl)c2ccc(Cl)cc2)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,510.3920000000002,35,7.931380000000007
765,Flumetsulam,98967-40-9,Herbicide,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,325.30000000000007,22,1.5117199999999997
766,Flumiclorac,87547-04-4,Herbicide,O=C(O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,353.73299999999995,24,2.686300000000001
767,Flumiclorac-pentyl,87546-18-7,Herbicide,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,423.86800000000017,29,4.335100000000004
768,Flumioxazin,"103361-09-7, 141490-50-8",Herbicide,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,354.3370000000002,26,1.9281
769,Flumipropyn,84478-52-4,Herbicide,C#CC(C)Oc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,347.773,24,3.623400000000003
770,Fluometuron,2164-17-2,Herbicide,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,232.20499999999996,16,2.7989000000000006
771,Fluoroacetamide,640-19-7,"Insecticide,Rodenticide",NC(=O)CF,77.05799999999999,5,-0.5588000000000002
772,Fluoroacetic acid,144-49-0,Rodenticide,O=C(O)CF,78.042,5,0.040500000000000036
773,Fluorochloridone,"61213-25-0, 61213-59-0, 61213-60-3",Herbicide,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,312.118,19,3.514400000000002
774,Fluorodifen,15457-05-3,Herbicide,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,328.20200000000006,23,4.314100000000002
775,Fluoroglycofen,77501-60-1,Herbicide,O=C(O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],419.69500000000005,28,4.300700000000002
776,Fluoroglycofen-ethyl,77501-90-7,Herbicide,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],447.74900000000014,30,4.779200000000003
777,Fluoronitrofen,13738-63-1,Herbicide,O=[N+]([O-])c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1,302.08799999999997,19,4.833000000000001
778,Fluothiuron,33439-45-1,Herbicide,CN(C)C(=O)Nc1ccc(SC(F)(F)Cl)c(Cl)c1,315.172,18,4.314700000000002
779,Fluotrimazole,31251-03-3,Fungicide,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,379.38500000000005,28,5.137100000000005
780,Fluoxastrobin,"193740-76-0, 361377-29-9",Fungicide,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,458.8330000000001,32,4.5645000000000024
781,Flupoxam,119126-15-7,Herbicide,NC(=O)c1nc(-c2ccccc2)n(-c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)n1,460.79000000000013,31,4.400800000000002
782,Flupropacil,120890-70-2,Herbicide,CC(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,390.7450000000001,26,2.773600000000001
783,Flupropanate,756-09-2,Herbicide,O=C(O)C(F)(F)C(F)F,146.03900000000002,9,0.9714
784,"Flupropanate, sodium salt",22898-01-7,Herbicide,O=C(O)C(F)(F)C(F)F,146.03900000000002,9,0.9714
785,Flupyrsulfuron,150315-10-9,Herbicide,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2nc(C(F)(F)F)ccc2C(=O)O)n1,451.3390000000001,30,1.1162
786,Flupyrsulfuron-methyl,144740-53-4,Herbicide,COC(=O)c1ccc(C(F)(F)F)nc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,465.36600000000016,31,1.2046
787,Fluquinconazole,136426-54-5,Fungicide,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,376.1780000000001,25,3.412300000000001
788,Flurazole,72850-64-7,Herbicide Safener,O=C(OCc1ccccc1)c1sc(Cl)nc1C(F)(F)F,321.70699999999994,20,4.172300000000002
789,Flurecol-n-butyl ester,2314-09-2,"Herbicide,Plant Growth Regulator,Pruning Aid",CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,282.33900000000006,21,3.2462000000000018
790,Flurenol,467-69-6,"Herbicide,Plant Growth Regulator,Pruning Aid",O=C(O)C1(O)c2ccccc2-c2ccccc21,226.231,17,1.9875000000000003
791,Flurenol-methyl,1216-44-0,"Herbicide,Plant Growth Regulator,Pruning Aid",COC(=O)C1(O)c2ccccc2-c2ccccc21,240.258,18,2.0759
792,Fluridone,59756-60-4,Herbicide,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,329.32099999999997,24,4.738100000000003
793,Fluroxypyr,69377-81-7,Herbicide,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,255.03199999999998,15,1.5731
794,Fluroxypyr 1-methylheptyl ester,81406-37-3,Herbicide,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,367.24800000000005,23,4.390600000000003
795,Flurtamone,96525-23-4,Herbicide,CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,333.30899999999997,24,3.934000000000002
796,Flusulfamide,106917-52-6,Fungicide,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,415.17600000000004,25,4.721200000000001
797,Fluthiacet-methyl,117337-19-6,Herbicide,COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,403.88800000000026,25,2.7951000000000015
798,Flutolanil,66332-96-5,Fungicide,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,323.31399999999996,23,4.744900000000003
799,Flutriafol,76674-21-0,Fungicide,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,301.296,22,2.492400000000001
800,Fluxofenim,88485-37-4,Herbicide Safener,FC(F)(F)/C(=N/OCC1OCCO1)c1ccc(Cl)cc1,309.671,20,2.9959000000000016
801,Folpet,133-07-3,Fungicide,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,296.562,16,3.2585000000000006
802,Fomesafen,72178-02-0,Herbicide,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],438.76700000000005,28,3.748700000000002
803,Fomesafen sodium,108731-70-0,Herbicide,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],438.76700000000005,28,3.748700000000002
804,Fonofos,944-22-9,Insecticide,CCOP(=S)(CC)Sc1ccccc1,246.33700000000005,14,4.144600000000003
805,Foramsulfuron,173159-57-4,Herbicide,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(NC=O)cccc2C(=O)N(C)C)n1,452.4490000000002,31,0.27430000000000065
806,Formothion,2540-82-1,Insecticide,COP(=S)(OC)SCC(=O)N(C)C=O,257.27299999999997,14,0.8516999999999999
807,Fosetyl,15845-66-6,Fungicide,CCO[P+](=O)O,109.04099999999998,6,0.6726000000000001
808,Fosmethilan,83733-82-8,Insecticide,CCCC(=O)N(CSP(=S)(OC)OC)c1ccccc1Cl,367.86,21,4.681100000000004
809,Fospirate,5598-52-7,Insecticide,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,306.46900000000005,16,3.8215000000000012
810,Fosthiazate,98886-44-3,Nematicide,CCOP(=O)(SC(C)CC)N1CCSC1=O,283.355,16,3.831500000000003
811,Fosthietan,21548-32-3,"Fumigant,Nematicide",CCOP(=O)(N=C1SCS1)OCC,241.27399999999997,13,2.961000000000001
812,Freon 11,75-69-4,"Fumigant,Insecticide,Propellant",FC(Cl)(Cl)Cl,137.368,5,2.2836
813,Freon 12,75-71-8,"Fumigant,Insecticide,Propellant",FC(F)(Cl)Cl,120.91300000000001,5,2.0143
814,Fuberidazole,3878-19-1,Fungicide,c1coc(-c2nc3ccccc3[nH]2)c1,184.198,14,2.8228999999999997
815,Fumagillin,23110-15-8,Insecticide,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)OC1CC=C(C)C,458.5510000000004,33,3.9154000000000035
816,Furalaxyl,57646-30-7,Fungicide,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,301.34200000000004,22,3.1047400000000014
817,Furathiocarb,65907-30-4,Insecticide,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,382.48200000000014,26,4.262400000000004
818,Furconazole,112839-33-5,Fungicide,FC(F)(F)COC1CCC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,396.19600000000014,25,4.195800000000002
819,Furconazole-cis,112839-32-4,Fungicide,FC(F)(F)CO[C@H]1CC[C@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,396.19600000000014,25,4.195800000000002
820,Furethrin,17080-02-3,Insecticide,CC(C)=CC1C(C(=O)OC2CC(=O)C(Cc3ccco3)=C2C)C1(C)C,342.4350000000001,25,4.261600000000004
821,Furfural,98-01-1,"Food additive,Fungicide",O=Cc1ccco1,96.08499999999998,7,1.0920999999999998
822,Furilazole,121776-33-8,Fungicide,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,278.135,17,2.7193000000000014
823,Furmecyclox (Xyligen B),60568-05-0,Fungicide,CON(C(=O)c1cc(C)oc1C)C1CCCCC1,251.3259999999999,18,3.2327400000000024
824,Furyloxyfen,80020-41-3,Herbicide,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1OC1CCOC1,403.7400000000002,27,5.227000000000003
825,Gamma aminobutyric acid,56-12-2,"Fungicide,Plant Growth Regulator",NCCCC(=O)O,103.12099999999998,7,-0.19009999999999977
826,Gentian violet,548-62-9,"Dye,Microbiocide",CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,372.53600000000006,28,4.903790000000005
